id,name,split,lr,hr,hr_2_5m_path,hr_1m_path,hr_available_resolutions_m,hr_canonical_resolution_m,lon,lat,LC_detail_id,LC_detail_text,LC_superclass_id,LC_superclass_text,bands,native_band_resolution_m,stored_dtype,reflectance_scale,lr_source,lr_collection,lr_grid,lr_native_resolution,lr_width,lr_height,lr_pixel_size_m,lr_nodata,hr_source,hr_width,hr_height,hr_pixel_size_m,hr_nodata,crs,lr_transform,hr_transform,centroid_lon,centroid_lat,land_cover,land_cover_detail_id,land_cover_detail,land_cover_superclass_id,land_cover_superclass,neon_acquisition_id,neon_asset_id,neon_date,neon_start_datetime,neon_end_datetime,s2_asset_id,s2_date,s2_start_datetime,temporal_difference_days,cloud_score_plus_cdf,neon_nodata_percent,s2_nodata_percent,hr_2_5m_width,hr_2_5m_height,hr_2_5m_pixel_size_m,hr_2_5m_nodata,hr_2_5m_transform,hr_2_5m_status,hr_1m_width,hr_1m_height,hr_1m_pixel_size_m,hr_1m_nodata,hr_1m_transform,hr_1m_status
2020_RMNP_3__6_3,2020_RMNP_3__6_3.tif,validation,s2_l2a_10m/2020_RMNP_3__6_3.tif,neon_2.5m_linearized/2020_RMNP_3__6_3.tif,neon_2.5m_linearized/2020_RMNP_3__6_3.tif,neon_1m_linearized/2020_RMNP_3__6_3.tif,"[2.5, 1.0]",2.5,-105.4819600539702,40.16642167939761,42,Evergreen,40,Forest,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32613,"[10.0, 0.0, 457680.0, 0.0, -10.0, 4447620.0]","[2.5, 0.0, 457680.0, 0.0, -2.5, 4447620.0]",-105.4819600539702,40.16642167939761,Tree cover,42,Evergreen,40,Forest,2020_RMNP_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_RMNP_3,2020-06-27,2020-06-27 15:38:02,2020-07-02 18:06:50,COPERNICUS/S2_SR_HARMONIZED/20200630T174909_20200630T175742_T13TDE,2020-06-30,2020-06-30 18:02:57.817,3,0.9137254901960784,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 457680.0, 0.0, -2.5, 4447620.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 457680.0, 0.0, -1.0, 4447620.0]",supplementary workflow by-product; not the paper benchmark target
2020_RMNP_3__7_0,2020_RMNP_3__7_0.tif,validation,s2_l2a_10m/2020_RMNP_3__7_0.tif,neon_2.5m_linearized/2020_RMNP_3__7_0.tif,neon_2.5m_linearized/2020_RMNP_3__7_0.tif,neon_1m_linearized/2020_RMNP_3__7_0.tif,"[2.5, 1.0]",2.5,-105.57195396933976,40.14294781358995,42,Evergreen,40,Forest,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32613,"[10.0, 0.0, 450000.0, 0.0, -10.0, 4445060.0]","[2.5, 0.0, 450000.0, 0.0, -2.5, 4445060.0]",-105.57195396933976,40.14294781358995,Tree cover,42,Evergreen,40,Forest,2020_RMNP_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_RMNP_3,2020-06-27,2020-06-27 15:38:02,2020-07-02 18:06:50,COPERNICUS/S2_SR_HARMONIZED/20200630T174909_20200630T175742_T13TDE,2020-06-30,2020-06-30 18:02:57.817,3,0.9176470588235294,49.18686053204214,0.0,1024,1024,2.5,0,"[2.5, 0.0, 450000.0, 0.0, -2.5, 4445060.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 450000.0, 0.0, -1.0, 4445060.0]",supplementary workflow by-product; not the paper benchmark target
2020_RMNP_3__7_1,2020_RMNP_3__7_1.tif,validation,s2_l2a_10m/2020_RMNP_3__7_1.tif,neon_2.5m_linearized/2020_RMNP_3__7_1.tif,neon_2.5m_linearized/2020_RMNP_3__7_1.tif,neon_1m_linearized/2020_RMNP_3__7_1.tif,"[2.5, 1.0]",2.5,-105.54190186467936,40.14309234766704,42,Evergreen,40,Forest,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32613,"[10.0, 0.0, 452560.0, 0.0, -10.0, 4445060.0]","[2.5, 0.0, 452560.0, 0.0, -2.5, 4445060.0]",-105.54190186467936,40.14309234766704,Tree cover,42,Evergreen,40,Forest,2020_RMNP_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_RMNP_3,2020-06-27,2020-06-27 15:38:02,2020-07-02 18:06:50,COPERNICUS/S2_SR_HARMONIZED/20200630T174909_20200630T175742_T13TDE,2020-06-30,2020-06-30 18:02:57.817,3,0.9176470588235294,13.524141905302352,0.0,1024,1024,2.5,0,"[2.5, 0.0, 452560.0, 0.0, -2.5, 4445060.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 452560.0, 0.0, -1.0, 4445060.0]",supplementary workflow by-product; not the paper benchmark target
2020_RMNP_3__7_2,2020_RMNP_3__7_2.tif,validation,s2_l2a_10m/2020_RMNP_3__7_2.tif,neon_2.5m_linearized/2020_RMNP_3__7_2.tif,neon_2.5m_linearized/2020_RMNP_3__7_2.tif,neon_1m_linearized/2020_RMNP_3__7_2.tif,"[2.5, 1.0]",2.5,-105.51184954862217,40.143229083205874,42,Evergreen,40,Forest,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32613,"[10.0, 0.0, 455120.0, 0.0, -10.0, 4445060.0]","[2.5, 0.0, 455120.0, 0.0, -2.5, 4445060.0]",-105.51184954862217,40.143229083205874,Tree cover,42,Evergreen,40,Forest,2020_RMNP_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_RMNP_3,2020-06-27,2020-06-27 15:38:02,2020-07-02 18:06:50,COPERNICUS/S2_SR_HARMONIZED/20200630T174909_20200630T175742_T13TDE,2020-06-30,2020-06-30 18:02:57.817,3,0.9137254901960784,10.740418553959064,0.0,1024,1024,2.5,0,"[2.5, 0.0, 455120.0, 0.0, -2.5, 4445060.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 455120.0, 0.0, -1.0, 4445060.0]",supplementary workflow by-product; not the paper benchmark target
2020_RMNP_3__7_3,2020_RMNP_3__7_3.tif,validation,s2_l2a_10m/2020_RMNP_3__7_3.tif,neon_2.5m_linearized/2020_RMNP_3__7_3.tif,neon_2.5m_linearized/2020_RMNP_3__7_3.tif,neon_1m_linearized/2020_RMNP_3__7_3.tif,"[2.5, 1.0]",2.5,-105.4817970328892,40.14335802005013,42,Evergreen,40,Forest,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32613,"[10.0, 0.0, 457680.0, 0.0, -10.0, 4445060.0]","[2.5, 0.0, 457680.0, 0.0, -2.5, 4445060.0]",-105.4817970328892,40.14335802005013,Tree cover,42,Evergreen,40,Forest,2020_RMNP_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_RMNP_3,2020-06-27,2020-06-27 15:38:02,2020-07-02 18:06:50,COPERNICUS/S2_SR_HARMONIZED/20200630T174909_20200630T175742_T13TDE,2020-06-30,2020-06-30 18:02:57.817,3,0.9137254901960784,19.291049357166308,0.0,1024,1024,2.5,0,"[2.5, 0.0, 457680.0, 0.0, -2.5, 4445060.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 457680.0, 0.0, -1.0, 4445060.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__1_3,2020_YELL_3__1_3.tif,validation,s2_l2a_10m/2020_YELL_3__1_3.tif,neon_2.5m_linearized/2020_YELL_3__1_3.tif,neon_2.5m_linearized/2020_YELL_3__1_3.tif,neon_1m_linearized/2020_YELL_3__1_3.tif,"[2.5, 1.0]",2.5,-110.58218481209718,44.982938607570965,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 531660.0, 0.0, -10.0, 4982420.0]","[2.5, 0.0, 531660.0, 0.0, -2.5, 4982420.0]",-110.58218481209718,44.982938607570965,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200601T180921_20200601T181204_T12TWQ,2020-06-01,2020-06-01 18:21:57.000,34,0.9254901960784314,18.3107973676615,0.0,1024,1024,2.5,0,"[2.5, 0.0, 531660.0, 0.0, -2.5, 4982420.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 531660.0, 0.0, -1.0, 4982420.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__1_4,2020_YELL_3__1_4.tif,validation,s2_l2a_10m/2020_YELL_3__1_4.tif,neon_2.5m_linearized/2020_YELL_3__1_4.tif,neon_2.5m_linearized/2020_YELL_3__1_4.tif,neon_1m_linearized/2020_YELL_3__1_4.tif,"[2.5, 1.0]",2.5,-110.54971441102468,44.98281519899718,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 534220.0, 0.0, -10.0, 4982420.0]","[2.5, 0.0, 534220.0, 0.0, -2.5, 4982420.0]",-110.54971441102468,44.98281519899718,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200808T181919_20200808T182259_T12TWQ,2020-08-08,2020-08-08 18:31:50.305,34,0.9215686274509804,19.0862436615551,0.0,1024,1024,2.5,0,"[2.5, 0.0, 534220.0, 0.0, -2.5, 4982420.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 534220.0, 0.0, -1.0, 4982420.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__1_5,2020_YELL_3__1_5.tif,validation,s2_l2a_10m/2020_YELL_3__1_5.tif,neon_2.5m_linearized/2020_YELL_3__1_5.tif,neon_2.5m_linearized/2020_YELL_3__1_5.tif,neon_1m_linearized/2020_YELL_3__1_5.tif,"[2.5, 1.0]",2.5,-110.51724422708064,44.98268255900665,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 536780.0, 0.0, -10.0, 4982420.0]","[2.5, 0.0, 536780.0, 0.0, -2.5, 4982420.0]",-110.51724422708064,44.98268255900665,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200808T181919_20200808T182259_T12TWQ,2020-08-08,2020-08-08 18:31:50.305,34,0.9215686274509804,22.64735188779288,0.0,1024,1024,2.5,0,"[2.5, 0.0, 536780.0, 0.0, -2.5, 4982420.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 536780.0, 0.0, -1.0, 4982420.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__1_6,2020_YELL_3__1_6.tif,validation,s2_l2a_10m/2020_YELL_3__1_6.tif,neon_2.5m_linearized/2020_YELL_3__1_6.tif,neon_2.5m_linearized/2020_YELL_3__1_6.tif,neon_1m_linearized/2020_YELL_3__1_6.tif,"[2.5, 1.0]",2.5,-110.4847742759194,44.982540687769216,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 539340.0, 0.0, -10.0, 4982420.0]","[2.5, 0.0, 539340.0, 0.0, -2.5, 4982420.0]",-110.4847742759194,44.982540687769216,Tree cover,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200808T181919_20200808T182259_T12TWQ,2020-08-08,2020-08-08 18:31:50.305,34,0.9254901960784314,8.292122691530443,0.0,1024,1024,2.5,0,"[2.5, 0.0, 539340.0, 0.0, -2.5, 4982420.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 539340.0, 0.0, -1.0, 4982420.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__2_1,2020_YELL_3__2_1.tif,validation,s2_l2a_10m/2020_YELL_3__2_1.tif,neon_2.5m_linearized/2020_YELL_3__2_1.tif,neon_2.5m_linearized/2020_YELL_3__2_1.tif,neon_1m_linearized/2020_YELL_3__2_1.tif,"[2.5, 1.0]",2.5,-110.64726748677884,44.9601131191194,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 526540.0, 0.0, -10.0, 4979860.0]","[2.5, 0.0, 526540.0, 0.0, -2.5, 4979860.0]",-110.64726748677884,44.9601131191194,Tree cover,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200810T180921_20200810T181917_T12TWQ,2020-08-10,2020-08-10 18:21:56.735,36,0.9215686274509804,19.916249212586614,0.0,1024,1024,2.5,0,"[2.5, 0.0, 526540.0, 0.0, -2.5, 4979860.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 526540.0, 0.0, -1.0, 4979860.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__2_2,2020_YELL_3__2_2.tif,validation,s2_l2a_10m/2020_YELL_3__2_2.tif,neon_2.5m_linearized/2020_YELL_3__2_2.tif,neon_2.5m_linearized/2020_YELL_3__2_2.tif,neon_1m_linearized/2020_YELL_3__2_2.tif,"[2.5, 1.0]",2.5,-110.61480969833342,44.96000825765965,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 529100.0, 0.0, -10.0, 4979860.0]","[2.5, 0.0, 529100.0, 0.0, -2.5, 4979860.0]",-110.61480969833342,44.96000825765965,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200808T181919_20200808T182259_T12TWQ,2020-08-08,2020-08-08 18:31:50.305,34,0.9215686274509804,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 529100.0, 0.0, -2.5, 4979860.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 529100.0, 0.0, -1.0, 4979860.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__2_3,2020_YELL_3__2_3.tif,validation,s2_l2a_10m/2020_YELL_3__2_3.tif,neon_2.5m_linearized/2020_YELL_3__2_3.tif,neon_2.5m_linearized/2020_YELL_3__2_3.tif,neon_1m_linearized/2020_YELL_3__2_3.tif,"[2.5, 1.0]",2.5,-110.5823520954334,44.9598941718518,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 531660.0, 0.0, -10.0, 4979860.0]","[2.5, 0.0, 531660.0, 0.0, -2.5, 4979860.0]",-110.5823520954334,44.9598941718518,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200808T181919_20200808T182259_T12TWQ,2020-08-08,2020-08-08 18:31:50.305,34,0.9176470588235294,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 531660.0, 0.0, -2.5, 4979860.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 531660.0, 0.0, -1.0, 4979860.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__2_4,2020_YELL_3__2_4.tif,validation,s2_l2a_10m/2020_YELL_3__2_4.tif,neon_2.5m_linearized/2020_YELL_3__2_4.tif,neon_2.5m_linearized/2020_YELL_3__2_4.tif,neon_1m_linearized/2020_YELL_3__2_4.tif,"[2.5, 1.0]",2.5,-110.54989469371144,44.95977086184188,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 534220.0, 0.0, -10.0, 4979860.0]","[2.5, 0.0, 534220.0, 0.0, -2.5, 4979860.0]",-110.54989469371144,44.95977086184188,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200601T180921_20200601T181204_T12TWQ,2020-06-01,2020-06-01 18:21:57.000,34,0.9215686274509804,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 534220.0, 0.0, -2.5, 4979860.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 534220.0, 0.0, -1.0, 4979860.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__2_5,2020_YELL_3__2_5.tif,validation,s2_l2a_10m/2020_YELL_3__2_5.tif,neon_2.5m_linearized/2020_YELL_3__2_5.tif,neon_2.5m_linearized/2020_YELL_3__2_5.tif,neon_1m_linearized/2020_YELL_3__2_5.tif,"[2.5, 1.0]",2.5,-110.51743750879956,44.95963832778767,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 536780.0, 0.0, -10.0, 4979860.0]","[2.5, 0.0, 536780.0, 0.0, -2.5, 4979860.0]",-110.51743750879956,44.95963832778767,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200808T181919_20200808T182259_T12TWQ,2020-08-08,2020-08-08 18:31:50.305,34,0.9215686274509804,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 536780.0, 0.0, -2.5, 4979860.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 536780.0, 0.0, -1.0, 4979860.0]",supplementary workflow by-product; not the paper benchmark target
2020_YELL_3__2_6,2020_YELL_3__2_6.tif,validation,s2_l2a_10m/2020_YELL_3__2_6.tif,neon_2.5m_linearized/2020_YELL_3__2_6.tif,neon_2.5m_linearized/2020_YELL_3__2_6.tif,neon_1m_linearized/2020_YELL_3__2_6.tif,"[2.5, 1.0]",2.5,-110.48498055632912,44.95949656985878,52,ShrubScrub,50,Rural,"[""B1"", ""B2"", ""B3"", ""B4"", ""B5"", ""B6"", ""B7"", ""B8"", ""B8A"", ""B9"", ""B11"", ""B12""]","[60, 10, 10, 10, 20, 20, 20, 10, 20, 60, 20, 20]",uint16,10000,Sentinel-2 Level-2A surface reflectance,COPERNICUS/S2_SR_HARMONIZED,12-band aligned stack; all bands sampled on the 10 m tile grid,False,256,256,10.0,65535,NEON AVIRIS-NG convolved with Sentinel-2 spectral response functions and radiometrically corrected,1024,1024,2.5,0,EPSG:32612,"[10.0, 0.0, 539340.0, 0.0, -10.0, 4979860.0]","[2.5, 0.0, 539340.0, 0.0, -2.5, 4979860.0]",-110.48498055632912,44.95949656985878,Grassland,52,ShrubScrub,50,Rural,2020_YELL_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2020_YELL_3,2020-07-05,2020-07-05 16:15:44,2020-07-14 16:57:44,COPERNICUS/S2_SR_HARMONIZED/20200808T181919_20200808T182259_T12TWQ,2020-08-08,2020-08-08 18:31:50.305,34,0.9254901960784314,0.0,0.0,1024,1024,2.5,0,"[2.5, 0.0, 539340.0, 0.0, -2.5, 4979860.0]",canonical paper benchmark target,2560,2560,1.0,0,"[1.0, 0.0, 539340.0, 0.0, -1.0, 4979860.0]",supplementary workflow by-product; not the paper benchmark target
