,name,lr,hr,crs,x,y,lon,lat,LC_detail_id,LC_superclass_id,LC_superclass_text,LC_detail_text,id_general,id,neon_gee,neon_date,width,height,transform.a,transform.b,transform.c,transform.d,transform.e,transform.f,null_percent,cs_cdf,s2_date,diff_days,s2_l2a_gee,lr_path_dir,lr_60_path_dir,hr_path_dir,hr_path_dir_mini,sr_path_dir_mini,hr_60_path_dir_mini,sr_60_path_dir_mini,sr_corr_60_path_dir_mini,null_s2,land_cover,neon_start_date,neon_end_date,s2_full_asset_id,s2_start_date,s2_end_date
272,2019_OAES_4__1_2.tif,neon_10m_linearized/2019_OAES_4__1_2.tif,neon_2.5m_linearized/2019_OAES_4__1_2.tif,EPSG:32614,489400.0,3920160.0,-99.11676893672406,35.42480284087182,71.0,70.0,Rural,Grassland,2019_OAES_4,2019_OAES_4__1_2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,488120.0,0.0,-1.0,3921440.0,2.3887713824260337,0.9176470588235294,2019-04-08,17,20190408T171859_20190408T173104_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__1_2.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__1_2.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__1_2.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__1_2.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__1_2.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__1_2.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__1_2.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__1_2.tif,0.0,Grassland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190408T171859_20190408T173104_T14SME,2019-04-08 17:34:04.021,2019-04-08 17:34:04.021
273,2019_OAES_4__1_3.tif,neon_10m_linearized/2019_OAES_4__1_3.tif,neon_2.5m_linearized/2019_OAES_4__1_3.tif,EPSG:32614,491960.0,3920160.0,-99.08856817177517,35.42482681602166,71.0,70.0,Rural,Grassland,2019_OAES_4,2019_OAES_4__1_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,490680.0,0.0,-1.0,3921440.0,0.0096966061878342,0.9176470588235294,2019-04-08,17,20190408T171859_20190408T173104_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__1_3.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__1_3.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__1_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__1_3.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__1_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__1_3.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__1_3.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__1_3.tif,0.0,Grassland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190408T171859_20190408T173104_T14SME,2019-04-08 17:34:04.021,2019-04-08 17:34:04.021
274,2019_OAES_4__2_0.tif,neon_10m_linearized/2019_OAES_4__2_0.tif,neon_2.5m_linearized/2019_OAES_4__2_0.tif,EPSG:32614,484280.0,3917600.0,-99.17312096764792,35.40165216781721,71.0,70.0,Rural,Grassland,2019_OAES_4,2019_OAES_4__2_0,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,483000.0,0.0,-1.0,3918880.0,13.499189627228525,0.9215686274509804,2019-03-19,37,20190319T172019_20190319T172713_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__2_0.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__2_0.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__2_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__2_0.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__2_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__2_0.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__2_0.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__2_0.tif,0.0,Grassland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190319T172019_20190319T172713_T14SME,2019-03-19 17:33:59.090,2019-03-19 17:33:59.090
275,2019_OAES_4__2_1.tif,neon_10m_linearized/2019_OAES_4__2_1.tif,neon_2.5m_linearized/2019_OAES_4__2_1.tif,EPSG:32614,486840.0,3917600.0,-99.14492832840594,35.40168928225959,82.0,80.0,Rural,Crops,2019_OAES_4,2019_OAES_4__2_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,485560.0,0.0,-1.0,3918880.0,0.0,0.9215686274509804,2019-03-19,37,20190319T172019_20190319T172713_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__2_1.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__2_1.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__2_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__2_1.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__2_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__2_1.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__2_1.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__2_1.tif,0.0,Cropland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190319T172019_20190319T172713_T14SME,2019-03-19 17:33:59.090,2019-03-19 17:33:59.090
276,2019_OAES_4__3_0.tif,neon_10m_linearized/2019_OAES_4__3_0.tif,neon_2.5m_linearized/2019_OAES_4__3_0.tif,EPSG:32614,484280.0,3915040.0,-99.17307164755717,35.37856911279649,82.0,80.0,Rural,Crops,2019_OAES_4,2019_OAES_4__3_0,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,483000.0,0.0,-1.0,3916320.0,13.762970966644655,0.9176470588235294,2019-04-18,7,20190418T171859_20190418T172845_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__3_0.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__3_0.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__3_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__3_0.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__3_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__3_0.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__3_0.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__3_0.tif,0.0,Cropland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190418T171859_20190418T172845_T14SME,2019-04-18 17:34:05.944,2019-04-18 17:34:05.944
277,2019_OAES_4__3_1.tif,neon_10m_linearized/2019_OAES_4__3_1.tif,neon_2.5m_linearized/2019_OAES_4__3_1.tif,EPSG:32614,486840.0,3915040.0,-99.1448870399854,35.37860619577147,82.0,80.0,Rural,Crops,2019_OAES_4,2019_OAES_4__3_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,485560.0,0.0,-1.0,3916320.0,0.0,0.9215686274509804,2019-03-19,37,20190319T172019_20190319T172713_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__3_1.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__3_1.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__3_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__3_1.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__3_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__3_1.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__3_1.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__3_1.tif,0.0,Cropland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190319T172019_20190319T172713_T14SME,2019-03-19 17:33:59.090,2019-03-19 17:33:59.090
278,2019_OAES_4__4_5.tif,neon_10m_linearized/2019_OAES_4__4_5.tif,neon_2.5m_linearized/2019_OAES_4__4_5.tif,EPSG:32614,497080.0,3912480.0,-99.0321390808962,35.35560554032513,71.0,70.0,Rural,Grassland,2019_OAES_4,2019_OAES_4__4_5,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,495800.0,0.0,-1.0,3913760.0,3.960281729595614,0.9137254901960784,2019-04-18,7,20190418T171859_20190418T172845_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__4_5.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__4_5.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__4_5.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__4_5.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__4_5.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__4_5.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__4_5.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__4_5.tif,0.0,Grassland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190418T171859_20190418T172845_T14SME,2019-04-18 17:34:05.944,2019-04-18 17:34:05.944
279,2019_OAES_4__5_0.tif,neon_10m_linearized/2019_OAES_4__5_0.tif,neon_2.5m_linearized/2019_OAES_4__5_0.tif,EPSG:32614,484280.0,3909920.0,-99.17297317544192,35.33240273750855,82.0,80.0,Rural,Crops,2019_OAES_4,2019_OAES_4__5_0,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,483000.0,0.0,-1.0,3911200.0,13.421247335509875,0.9137254901960784,2019-04-18,7,20190418T171859_20190418T172845_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__5_0.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__5_0.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__5_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__5_0.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__5_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__5_0.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__5_0.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__5_0.tif,0.0,Cropland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190418T171859_20190418T172845_T14SME,2019-04-18 17:34:05.944,2019-04-18 17:34:05.944
280,2019_OAES_4__5_1.tif,neon_10m_linearized/2019_OAES_4__5_1.tif,neon_2.5m_linearized/2019_OAES_4__5_1.tif,EPSG:32614,486840.0,3909920.0,-99.14480460384152,35.33243975760155,82.0,80.0,Rural,Crops,2019_OAES_4,2019_OAES_4__5_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,485560.0,0.0,-1.0,3911200.0,0.0,0.9137254901960784,2019-04-18,7,20190418T171859_20190418T172845_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__5_1.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__5_1.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__5_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__5_1.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__5_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__5_1.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__5_1.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__5_1.tif,0.0,Grassland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190418T171859_20190418T172845_T14SME,2019-04-18 17:34:05.944,2019-04-18 17:34:05.944
281,2019_OAES_4__6_1.tif,neon_10m_linearized/2019_OAES_4__6_1.tif,neon_2.5m_linearized/2019_OAES_4__6_1.tif,EPSG:32614,486840.0,3907360.0,-99.14476345601176,35.309356405968785,82.0,80.0,Rural,Crops,2019_OAES_4,2019_OAES_4__6_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_OAES_4,2019-04-25,2560,2560,1.0,0.0,485560.0,0.0,-1.0,3908640.0,0.0,0.9176470588235294,2019-03-19,37,20190319T172019_20190319T172713_T14SME,sen2neon/s2/GeoTIFF/10-20-60m/2019_OAES_4__6_1.tif,sen2neon/s2/GeoTIFF/60m/2019_OAES_4__6_1.tif,sen2neon/neon/GeoTIFF/10m/2019_OAES_4__6_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_OAES_4__6_1.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_OAES_4__6_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_OAES_4__6_1.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_OAES_4__6_1.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_OAES_4__6_1.tif,0.0,Cropland,2019-04-25 15:53:45,2019-04-27 18:18:02,COPERNICUS/S2_SR_HARMONIZED/20190319T172019_20190319T172713_T14SME,2019-03-19 17:33:59.090,2019-03-19 17:33:59.090
282,2019_SERC_4__0_3.tif,neon_10m_linearized/2019_SERC_4__0_3.tif,neon_2.5m_linearized/2019_SERC_4__0_3.tif,EPSG:32618,366980.0,4310740.0,-76.53474277712132,38.93551127089083,11.0,10.0,Water,Open Water,2019_SERC_4,2019_SERC_4__0_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SERC_4,2019-05-15,2560,2560,1.0,0.0,365700.0,0.0,-1.0,4312020.0,38.6691477242945,0.9058823529411764,2019-04-06,39,20190406T154911_20190406T155011_T18SUJ,sen2neon/s2/GeoTIFF/10-20-60m/2019_SERC_4__0_3.tif,sen2neon/s2/GeoTIFF/60m/2019_SERC_4__0_3.tif,sen2neon/neon/GeoTIFF/10m/2019_SERC_4__0_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SERC_4__0_3.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SERC_4__0_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SERC_4__0_3.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SERC_4__0_3.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SERC_4__0_3.tif,0.0,Water,2019-05-15 14:59:07,2019-06-04 19:06:50,COPERNICUS/S2_SR_HARMONIZED/20190406T154911_20190406T155011_T18SUJ,2019-04-06 16:02:24.988,2019-04-06 16:02:24.988
283,2019_SERC_4__2_3.tif,neon_10m_linearized/2019_SERC_4__2_3.tif,neon_2.5m_linearized/2019_SERC_4__2_3.tif,EPSG:32618,366980.0,4305620.0,-76.5337495901599,38.88938900933011,11.0,10.0,Water,Open Water,2019_SERC_4,2019_SERC_4__2_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SERC_4,2019-05-15,2560,2560,1.0,0.0,365700.0,0.0,-1.0,4306900.0,0.0429919776969617,0.9137254901960784,2019-04-06,39,20190406T154911_20190406T155011_T18SUJ,sen2neon/s2/GeoTIFF/10-20-60m/2019_SERC_4__2_3.tif,sen2neon/s2/GeoTIFF/60m/2019_SERC_4__2_3.tif,sen2neon/neon/GeoTIFF/10m/2019_SERC_4__2_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SERC_4__2_3.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SERC_4__2_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SERC_4__2_3.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SERC_4__2_3.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SERC_4__2_3.tif,0.0,Water,2019-05-15 14:59:07,2019-06-04 19:06:50,COPERNICUS/S2_SR_HARMONIZED/20190406T154911_20190406T155011_T18SUJ,2019-04-06 16:02:24.988,2019-04-06 16:02:24.988
284,2019_SERC_4__4_3.tif,neon_10m_linearized/2019_SERC_4__4_3.tif,neon_2.5m_linearized/2019_SERC_4__4_3.tif,EPSG:32618,366980.0,4300500.0,-76.53275867630956,38.84326636110141,11.0,10.0,Water,Open Water,2019_SERC_4,2019_SERC_4__4_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SERC_4,2019-05-15,2560,2560,1.0,0.0,365700.0,0.0,-1.0,4301780.0,37.04849433907514,0.8941176470588236,2019-04-06,39,20190406T154911_20190406T155011_T18SUJ,sen2neon/s2/GeoTIFF/10-20-60m/2019_SERC_4__4_3.tif,sen2neon/s2/GeoTIFF/60m/2019_SERC_4__4_3.tif,sen2neon/neon/GeoTIFF/10m/2019_SERC_4__4_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SERC_4__4_3.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SERC_4__4_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SERC_4__4_3.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SERC_4__4_3.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SERC_4__4_3.tif,0.0,Water,2019-05-15 14:59:07,2019-06-04 19:06:50,COPERNICUS/S2_SR_HARMONIZED/20190406T154911_20190406T155011_T18SUJ,2019-04-06 16:02:24.988,2019-04-06 16:02:24.988
285,2019_SOAP_4__0_2.tif,neon_10m_linearized/2019_SOAP_4__0_2.tif,neon_2.5m_linearized/2019_SOAP_4__0_2.tif,EPSG:32611,298420.0,4108720.0,-119.26845754794309,37.10312097067497,42.0,40.0,Forest,Evergreen,2019_SOAP_4,2019_SOAP_4__0_2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SOAP_4,2019-06-11,2560,2560,1.0,0.0,297140.0,0.0,-1.0,4110000.0,20.16976539199217,0.9176470588235294,2019-05-02,40,20190502T183929_20190502T184154_T11SKB,sen2neon/s2/GeoTIFF/10-20-60m/2019_SOAP_4__0_2.tif,sen2neon/s2/GeoTIFF/60m/2019_SOAP_4__0_2.tif,sen2neon/neon/GeoTIFF/10m/2019_SOAP_4__0_2.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SOAP_4__0_2.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SOAP_4__0_2.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SOAP_4__0_2.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SOAP_4__0_2.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SOAP_4__0_2.tif,0.0,Tree cover,2019-06-11 16:41:09,2019-06-16 17:26:55,COPERNICUS/S2_SR_HARMONIZED/20190502T183929_20190502T184154_T11SKB,2019-05-02 18:54:13.439,2019-05-02 18:54:13.439
286,2019_SOAP_4__0_4.tif,neon_10m_linearized/2019_SOAP_4__0_4.tif,neon_2.5m_linearized/2019_SOAP_4__0_4.tif,EPSG:32611,303540.0,4108720.0,-119.2108798020398,37.104209038344415,42.0,40.0,Forest,Evergreen,2019_SOAP_4,2019_SOAP_4__0_4,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SOAP_4,2019-06-11,2560,2560,1.0,0.0,302260.0,0.0,-1.0,4110000.0,32.39550958203833,0.9294117647058824,2019-05-02,40,20190502T183929_20190502T184154_T11SKB,sen2neon/s2/GeoTIFF/10-20-60m/2019_SOAP_4__0_4.tif,sen2neon/s2/GeoTIFF/60m/2019_SOAP_4__0_4.tif,sen2neon/neon/GeoTIFF/10m/2019_SOAP_4__0_4.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SOAP_4__0_4.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SOAP_4__0_4.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SOAP_4__0_4.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SOAP_4__0_4.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SOAP_4__0_4.tif,0.0,Tree cover,2019-06-11 16:41:09,2019-06-16 17:26:55,COPERNICUS/S2_SR_HARMONIZED/20190502T183929_20190502T184154_T11SKB,2019-05-02 18:54:13.439,2019-05-02 18:54:13.439
287,2019_SOAP_4__1_0.tif,neon_10m_linearized/2019_SOAP_4__1_0.tif,neon_2.5m_linearized/2019_SOAP_4__1_0.tif,EPSG:32611,293300.0,4106160.0,-119.32532720435326,37.07894744686163,71.0,70.0,Rural,Grassland,2019_SOAP_4,2019_SOAP_4__1_0,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SOAP_4,2019-06-11,2560,2560,1.0,0.0,292020.0,0.0,-1.0,4107440.0,49.648853373246745,0.9176470588235294,2019-05-12,30,20190512T183929_20190512T184617_T11SKB,sen2neon/s2/GeoTIFF/10-20-60m/2019_SOAP_4__1_0.tif,sen2neon/s2/GeoTIFF/60m/2019_SOAP_4__1_0.tif,sen2neon/neon/GeoTIFF/10m/2019_SOAP_4__1_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SOAP_4__1_0.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SOAP_4__1_0.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SOAP_4__1_0.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SOAP_4__1_0.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SOAP_4__1_0.tif,0.0,Tree cover,2019-06-11 16:41:09,2019-06-16 17:26:55,COPERNICUS/S2_SR_HARMONIZED/20190512T183929_20190512T184617_T11SKB,2019-05-12 18:54:14.124,2019-05-12 18:54:14.124
288,2019_SOAP_4__1_1.tif,neon_10m_linearized/2019_SOAP_4__1_1.tif,neon_2.5m_linearized/2019_SOAP_4__1_1.tif,EPSG:32611,295860.0,4106160.0,-119.29654899970998,37.07950846917258,42.0,40.0,Forest,Evergreen,2019_SOAP_4,2019_SOAP_4__1_1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SOAP_4,2019-06-11,2560,2560,1.0,0.0,294580.0,0.0,-1.0,4107440.0,3.1556726226904903,0.9137254901960784,2019-05-02,40,20190502T183929_20190502T184154_T11SKB,sen2neon/s2/GeoTIFF/10-20-60m/2019_SOAP_4__1_1.tif,sen2neon/s2/GeoTIFF/60m/2019_SOAP_4__1_1.tif,sen2neon/neon/GeoTIFF/10m/2019_SOAP_4__1_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SOAP_4__1_1.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SOAP_4__1_1.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SOAP_4__1_1.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SOAP_4__1_1.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SOAP_4__1_1.tif,0.0,Tree cover,2019-06-11 16:41:09,2019-06-16 17:26:55,COPERNICUS/S2_SR_HARMONIZED/20190502T183929_20190502T184154_T11SKB,2019-05-02 18:54:13.439,2019-05-02 18:54:13.439
289,2019_SOAP_4__1_2.tif,neon_10m_linearized/2019_SOAP_4__1_2.tif,neon_2.5m_linearized/2019_SOAP_4__1_2.tif,EPSG:32611,298420.0,4106160.0,-119.267770003052,37.08006251572353,42.0,40.0,Forest,Evergreen,2019_SOAP_4,2019_SOAP_4__1_2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SOAP_4,2019-06-11,2560,2560,1.0,0.0,297140.0,0.0,-1.0,4107440.0,0.0,0.9176470588235294,2019-05-12,30,20190512T183929_20190512T184617_T11SKB,sen2neon/s2/GeoTIFF/10-20-60m/2019_SOAP_4__1_2.tif,sen2neon/s2/GeoTIFF/60m/2019_SOAP_4__1_2.tif,sen2neon/neon/GeoTIFF/10m/2019_SOAP_4__1_2.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SOAP_4__1_2.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SOAP_4__1_2.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SOAP_4__1_2.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SOAP_4__1_2.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SOAP_4__1_2.tif,0.0,Tree cover,2019-06-11 16:41:09,2019-06-16 17:26:55,COPERNICUS/S2_SR_HARMONIZED/20190512T183929_20190512T184617_T11SKB,2019-05-12 18:54:14.124,2019-05-12 18:54:14.124
290,2019_SOAP_4__1_3.tif,neon_10m_linearized/2019_SOAP_4__1_3.tif,neon_2.5m_linearized/2019_SOAP_4__1_3.tif,EPSG:32611,300980.0,4106160.0,-119.23899022426684,37.08060958591884,42.0,40.0,Forest,Evergreen,2019_SOAP_4,2019_SOAP_4__1_3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_SOAP_4,2019-06-11,2560,2560,1.0,0.0,299700.0,0.0,-1.0,4107440.0,0.0378390330336159,0.9137254901960784,2019-05-12,30,20190512T183929_20190512T184617_T11SKB,sen2neon/s2/GeoTIFF/10-20-60m/2019_SOAP_4__1_3.tif,sen2neon/s2/GeoTIFF/60m/2019_SOAP_4__1_3.tif,sen2neon/neon/GeoTIFF/10m/2019_SOAP_4__1_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop/2019_SOAP_4__1_3.tif,sen2neon/s2/GeoTIFF/sr_10m_crop/2019_SOAP_4__1_3.tif,sen2neon/neon/GeoTIFF/hr_10m_crop_60/2019_SOAP_4__1_3.tif,sen2neon/s2/GeoTIFF/sr_60m_crop/2019_SOAP_4__1_3.tif,sen2neon/s2/GeoTIFF/sr_corr_60m_crop/2019_SOAP_4__1_3.tif,0.0,Tree cover,2019-06-11 16:41:09,2019-06-16 17:26:55,COPERNICUS/S2_SR_HARMONIZED/20190512T183929_20190512T184617_T11SKB,2019-05-12 18:54:14.124,2019-05-12 18:54:14.124
