,name,lr,hr,crs,x,y,lon,lat,LC_detail_id,LC_superclass_id,LC_superclass_text,LC_detail_text
37,2018_OAES_3__2_5.tif,neon_10m_linearized/2018_OAES_3__2_5.tif,neon_2.5m_linearized/2018_OAES_3__2_5.tif,EPSG:32614,497080.0,3916580.0,-99.0321537416483,35.39257475722931,82.0,80.0,Rural,Crops
38,2018_OAES_3__3_0.tif,neon_10m_linearized/2018_OAES_3__3_0.tif,neon_2.5m_linearized/2018_OAES_3__3_0.tif,EPSG:32614,484280.0,3914020.0,-99.17305201220046,35.36937193342592,82.0,80.0,Rural,Crops
39,2018_OAES_3__3_1.tif,neon_10m_linearized/2018_OAES_3__3_1.tif,neon_2.5m_linearized/2018_OAES_3__3_1.tif,EPSG:32614,486840.0,3914020.0,-99.1448706022041,35.369409003868014,82.0,80.0,Rural,Crops
40,2018_OAES_3__3_2.tif,neon_10m_linearized/2018_OAES_3__3_2.tif,neon_2.5m_linearized/2018_OAES_3__3_2.tif,EPSG:32614,489400.0,3914020.0,-99.11668914531217,35.36943950231958,71.0,70.0,Rural,Grassland
41,2018_OAES_3__3_3.tif,neon_10m_linearized/2018_OAES_3__3_3.tif,neon_2.5m_linearized/2018_OAES_3__3_3.tif,EPSG:32614,491960.0,3914020.0,-99.08850765064706,35.36946342874875,71.0,70.0,Rural,Grassland
42,2018_OAES_3__3_4.tif,neon_10m_linearized/2018_OAES_3__3_4.tif,neon_2.5m_linearized/2018_OAES_3__3_4.tif,EPSG:32614,494520.0,3914020.0,-99.06032612733132,35.36948078313053,82.0,80.0,Rural,Crops
43,2018_OAES_3__3_5.tif,neon_10m_linearized/2018_OAES_3__3_5.tif,neon_2.5m_linearized/2018_OAES_3__3_5.tif,EPSG:32614,497080.0,3914020.0,-99.03214458448748,35.369491565446765,82.0,80.0,Rural,Crops
44,2018_OAES_3__4_0.tif,neon_10m_linearized/2018_OAES_3__4_0.tif,neon_2.5m_linearized/2018_OAES_3__4_0.tif,EPSG:32614,484280.0,3911460.0,-99.173002770465,35.346288754757055,82.0,80.0,Rural,Crops
45,2018_OAES_3__4_1.tif,neon_10m_linearized/2018_OAES_3__4_1.tif,neon_2.5m_linearized/2018_OAES_3__4_1.tif,EPSG:32614,486840.0,3911460.0,-99.14482937937896,35.346325793756364,82.0,80.0,Rural,Crops
46,2018_OAES_3__4_2.tif,neon_10m_linearized/2018_OAES_3__4_2.tif,neon_2.5m_linearized/2018_OAES_3__4_2.tif,EPSG:32614,489400.0,3911460.0,-99.11665594145052,35.34635626633943,71.0,70.0,Rural,Grassland
47,2018_OAES_3__4_3.tif,neon_10m_linearized/2018_OAES_3__4_3.tif,neon_2.5m_linearized/2018_OAES_3__4_3.tif,EPSG:32614,491960.0,3911460.0,-99.0884824657918,35.346380172474404,71.0,70.0,Rural,Grassland
48,2018_OAES_3__4_4.tif,neon_10m_linearized/2018_OAES_3__4_4.tif,neon_2.5m_linearized/2018_OAES_3__4_4.tif,EPSG:32614,494520.0,3911460.0,-99.06030896151492,35.34639751213634,71.0,70.0,Rural,Grassland
49,2018_OAES_3__4_5.tif,neon_10m_linearized/2018_OAES_3__4_5.tif,neon_2.5m_linearized/2018_OAES_3__4_5.tif,EPSG:32614,497080.0,3911460.0,-99.03213543773217,35.34640828530711,71.0,70.0,Rural,Grassland
50,2018_OAES_3__5_0.tif,neon_10m_linearized/2018_OAES_3__5_0.tif,neon_2.5m_linearized/2018_OAES_3__5_0.tif,EPSG:32614,484280.0,3908900.0,-99.17295358468394,35.323205487698814,82.0,80.0,Rural,Crops
51,2018_OAES_3__5_1.tif,neon_10m_linearized/2018_OAES_3__5_1.tif,neon_2.5m_linearized/2018_OAES_3__5_1.tif,EPSG:32614,486840.0,3908900.0,-99.1447882033962,35.323242495272936,82.0,80.0,Rural,Crops
52,2018_OAES_3__5_2.tif,neon_10m_linearized/2018_OAES_3__5_2.tif,neon_2.5m_linearized/2018_OAES_3__5_2.tif,EPSG:32614,489400.0,3908900.0,-99.11662277531916,35.32327294200195,71.0,70.0,Rural,Grassland
53,2018_OAES_3__5_3.tif,neon_10m_linearized/2018_OAES_3__5_3.tif,neon_2.5m_linearized/2018_OAES_3__5_3.tif,EPSG:32614,491960.0,3908900.0,-99.08845730955468,35.323296827854094,71.0,70.0,Rural,Grassland
54,2018_OAES_3__5_4.tif,neon_10m_linearized/2018_OAES_3__5_4.tif,neon_2.5m_linearized/2018_OAES_3__5_4.tif,EPSG:32614,494520.0,3908900.0,-99.0602918152045,35.32331415280441,71.0,70.0,Rural,Grassland
55,2018_OAES_3__5_5.tif,neon_10m_linearized/2018_OAES_3__5_5.tif,neon_2.5m_linearized/2018_OAES_3__5_5.tif,EPSG:32614,497080.0,3908900.0,-99.0321263013705,35.323324916834814,71.0,70.0,Rural,Grassland
56,2018_OAES_3__6_0.tif,neon_10m_linearized/2018_OAES_3__6_0.tif,neon_2.5m_linearized/2018_OAES_3__6_0.tif,EPSG:32614,484280.0,3906340.0,-99.17290445479378,35.3001221322758,82.0,80.0,Rural,Crops
57,2018_OAES_3__6_1.tif,neon_10m_linearized/2018_OAES_3__6_1.tif,neon_2.5m_linearized/2018_OAES_3__6_1.tif,EPSG:32614,486840.0,3906340.0,-99.14474707420268,35.30015910844226,82.0,80.0,Rural,Crops
58,2018_OAES_3__6_2.tif,neon_10m_linearized/2018_OAES_3__6_2.tif,neon_2.5m_linearized/2018_OAES_3__6_2.tif,EPSG:32614,489400.0,3906340.0,-99.11658964687535,35.30018952933168,82.0,80.0,Rural,Crops
59,2018_OAES_3__6_3.tif,neon_10m_linearized/2018_OAES_3__6_3.tif,neon_2.5m_linearized/2018_OAES_3__6_3.tif,EPSG:32614,491960.0,3906340.0,-99.08843218190329,35.3002133949123,82.0,80.0,Rural,Crops
60,2018_OAES_3__6_4.tif,neon_10m_linearized/2018_OAES_3__6_4.tif,neon_2.5m_linearized/2018_OAES_3__6_4.tif,EPSG:32614,494520.0,3906340.0,-99.06027468837787,35.30023070515922,71.0,70.0,Rural,Grassland
61,2018_OAES_3__6_5.tif,neon_10m_linearized/2018_OAES_3__6_5.tif,neon_2.5m_linearized/2018_OAES_3__6_5.tif,EPSG:32614,497080.0,3906340.0,-99.03211717539077,35.30024146005437,71.0,70.0,Rural,Grassland
62,2019_CLBJ_4__1_0.tif,neon_10m_linearized/2019_CLBJ_4__1_0.tif,neon_2.5m_linearized/2019_CLBJ_4__1_0.tif,EPSG:32614,624260.0,3697140.0,-97.6637066133366,33.4064013533296,71.0,70.0,Rural,Grassland
63,2019_CLBJ_4__1_1.tif,neon_10m_linearized/2019_CLBJ_4__1_1.tif,neon_2.5m_linearized/2019_CLBJ_4__1_1.tif,EPSG:32614,626820.0,3697140.0,-97.63618306962276,33.40610182396482,71.0,70.0,Rural,Grassland
64,2019_CLBJ_4__1_2.tif,neon_10m_linearized/2019_CLBJ_4__1_2.tif,neon_2.5m_linearized/2019_CLBJ_4__1_2.tif,EPSG:32614,629380.0,3697140.0,-97.60865993712682,33.405796191733124,71.0,70.0,Rural,Grassland
65,2019_CLBJ_4__1_3.tif,neon_10m_linearized/2019_CLBJ_4__1_3.tif,neon_2.5m_linearized/2019_CLBJ_4__1_3.tif,EPSG:32614,631940.0,3697140.0,-97.5811372241365,33.4054844569437,71.0,70.0,Rural,Grassland
66,2019_CLBJ_4__1_4.tif,neon_10m_linearized/2019_CLBJ_4__1_4.tif,neon_2.5m_linearized/2019_CLBJ_4__1_4.tif,EPSG:32614,634500.0,3697140.0,-97.55361493893888,33.405166619911896,71.0,70.0,Rural,Grassland
67,2019_CLBJ_4__2_0.tif,neon_10m_linearized/2019_CLBJ_4__2_0.tif,neon_2.5m_linearized/2019_CLBJ_4__2_0.tif,EPSG:32614,624260.0,3694580.0,-97.66405990588456,33.3833169507412,71.0,70.0,Rural,Grassland
68,2019_CLBJ_4__2_1.tif,neon_10m_linearized/2019_CLBJ_4__2_1.tif,neon_2.5m_linearized/2019_CLBJ_4__2_1.tif,EPSG:32614,626820.0,3694580.0,-97.63654363347298,33.38301768238864,71.0,70.0,Rural,Grassland
69,2019_CLBJ_4__2_2.tif,neon_10m_linearized/2019_CLBJ_4__2_2.tif,neon_2.5m_linearized/2019_CLBJ_4__2_2.tif,EPSG:32614,629380.0,3694580.0,-97.60902777183794,33.382712316485424,71.0,70.0,Rural,Grassland
70,2019_CLBJ_4__2_3.tif,neon_10m_linearized/2019_CLBJ_4__2_3.tif,neon_2.5m_linearized/2019_CLBJ_4__2_3.tif,EPSG:32614,631940.0,3694580.0,-97.5815123292584,33.38240085334037,71.0,70.0,Rural,Grassland
71,2019_CLBJ_4__2_4.tif,neon_10m_linearized/2019_CLBJ_4__2_4.tif,neon_2.5m_linearized/2019_CLBJ_4__2_4.tif,EPSG:32614,634500.0,3694580.0,-97.55399731401243,33.38208329326845,71.0,70.0,Rural,Grassland
72,2019_CLBJ_4__3_0.tif,neon_10m_linearized/2019_CLBJ_4__3_0.tif,neon_2.5m_linearized/2019_CLBJ_4__3_0.tif,EPSG:32614,624260.0,3692020.0,-97.66441279593556,33.36023245885177,71.0,70.0,Rural,Grassland
73,2019_CLBJ_4__3_1.tif,neon_10m_linearized/2019_CLBJ_4__3_1.tif,neon_2.5m_linearized/2019_CLBJ_4__3_1.tif,EPSG:32614,626820.0,3692020.0,-97.63690378654653,33.35993345137621,71.0,70.0,Rural,Grassland
74,2019_CLBJ_4__3_2.tif,neon_10m_linearized/2019_CLBJ_4__3_2.tif,neon_2.5m_linearized/2019_CLBJ_4__3_2.tif,EPSG:32614,629380.0,3692020.0,-97.60939518749348,33.35962835166353,71.0,70.0,Rural,Grassland
75,2019_CLBJ_4__3_3.tif,neon_10m_linearized/2019_CLBJ_4__3_3.tif,neon_2.5m_linearized/2019_CLBJ_4__3_3.tif,EPSG:32614,631940.0,3692020.0,-97.58188700704652,33.35931716002213,41.0,40.0,Forest,Deciduous
76,2019_CLBJ_4__3_4.tif,neon_10m_linearized/2019_CLBJ_4__3_4.tif,neon_2.5m_linearized/2019_CLBJ_4__3_4.tif,EPSG:32614,634500.0,3692020.0,-97.55437925347488,33.3589998767666,71.0,70.0,Rural,Grassland
77,2019_CLBJ_4__4_0.tif,neon_10m_linearized/2019_CLBJ_4__4_0.tif,neon_2.5m_linearized/2019_CLBJ_4__4_0.tif,EPSG:32614,624260.0,3689460.0,-97.66476528392128,33.33714787769527,71.0,70.0,Rural,Grassland
78,2019_CLBJ_4__4_1.tif,neon_10m_linearized/2019_CLBJ_4__4_1.tif,neon_2.5m_linearized/2019_CLBJ_4__4_1.tif,EPSG:32614,626820.0,3689460.0,-97.63726352928394,33.33684913096172,71.0,70.0,Rural,Grassland
79,2019_CLBJ_4__4_2.tif,neon_10m_linearized/2019_CLBJ_4__4_2.tif,neon_2.5m_linearized/2019_CLBJ_4__4_2.tif,EPSG:32614,629380.0,3689460.0,-97.60976218454284,33.33654429730177,71.0,70.0,Rural,Grassland
80,2019_CLBJ_4__4_3.tif,neon_10m_linearized/2019_CLBJ_4__4_3.tif,neon_2.5m_linearized/2019_CLBJ_4__4_3.tif,EPSG:32614,631940.0,3689460.0,-97.58226125795916,33.33623337702351,41.0,40.0,Forest,Deciduous
81,2019_CLBJ_4__4_4.tif,neon_10m_linearized/2019_CLBJ_4__4_4.tif,neon_2.5m_linearized/2019_CLBJ_4__4_4.tif,EPSG:32614,634500.0,3689460.0,-97.55476075779336,33.335916370441126,71.0,70.0,Rural,Grassland
82,2019_CLBJ_4__5_0.tif,neon_10m_linearized/2019_CLBJ_4__5_0.tif,neon_2.5m_linearized/2019_CLBJ_4__5_0.tif,EPSG:32614,624260.0,3686900.0,-97.6651173702726,33.314063207305736,71.0,70.0,Rural,Grassland
83,2019_CLBJ_4__5_1.tif,neon_10m_linearized/2019_CLBJ_4__5_1.tif,neon_2.5m_linearized/2019_CLBJ_4__5_1.tif,EPSG:32614,626820.0,3686900.0,-97.63762286212504,33.313764721179325,71.0,70.0,Rural,Grassland
84,2019_CLBJ_4__5_2.tif,neon_10m_linearized/2019_CLBJ_4__5_2.tif,neon_2.5m_linearized/2019_CLBJ_4__5_2.tif,EPSG:32614,629380.0,3686900.0,-97.61012876343464,33.31346015343454,71.0,70.0,Rural,Grassland
85,2019_CLBJ_4__5_3.tif,neon_10m_linearized/2019_CLBJ_4__5_3.tif,neon_2.5m_linearized/2019_CLBJ_4__5_3.tif,EPSG:32614,631940.0,3686900.0,-97.58263508245383,33.31314950437911,71.0,70.0,Rural,Grassland
86,2019_CLBJ_4__5_4.tif,neon_10m_linearized/2019_CLBJ_4__5_4.tif,neon_2.5m_linearized/2019_CLBJ_4__5_4.tif,EPSG:32614,634500.0,3686900.0,-97.5551418274342,33.31283277432681,71.0,70.0,Rural,Grassland
87,2019_HARV_6__0_1.tif,neon_10m_linearized/2019_HARV_6__0_1.tif,neon_2.5m_linearized/2019_HARV_6__0_1.tif,EPSG:32618,725820.0,4717720.0,-72.24829624387453,42.57885901361576,42.0,40.0,Forest,Evergreen
88,2019_HARV_6__0_2.tif,neon_10m_linearized/2019_HARV_6__0_2.tif,neon_2.5m_linearized/2019_HARV_6__0_2.tif,EPSG:32618,728380.0,4717720.0,-72.21713726259966,42.57810590964017,43.0,40.0,Forest,Mixed
89,2019_HARV_6__0_3.tif,neon_10m_linearized/2019_HARV_6__0_3.tif,neon_2.5m_linearized/2019_HARV_6__0_3.tif,EPSG:32618,730940.0,4717720.0,-72.18597948364992,42.57734434356907,43.0,40.0,Forest,Mixed
90,2019_HARV_6__0_4.tif,neon_10m_linearized/2019_HARV_6__0_4.tif,neon_2.5m_linearized/2019_HARV_6__0_4.tif,EPSG:32618,733500.0,4717720.0,-72.15482292040328,42.576574316319295,41.0,40.0,Forest,Deciduous
91,2019_HARV_6__1_0.tif,neon_10m_linearized/2019_HARV_6__1_0.tif,neon_2.5m_linearized/2019_HARV_6__1_0.tif,EPSG:32618,723260.0,4715160.0,-72.28045769459366,42.55657490375858,42.0,40.0,Forest,Evergreen
92,2019_HARV_6__1_1.tif,neon_10m_linearized/2019_HARV_6__1_1.tif,neon_2.5m_linearized/2019_HARV_6__1_1.tif,EPSG:32618,725820.0,4715160.0,-72.24930895762654,42.55583085928092,42.0,40.0,Forest,Evergreen
93,2019_HARV_6__1_2.tif,neon_10m_linearized/2019_HARV_6__1_2.tif,neon_2.5m_linearized/2019_HARV_6__1_2.tif,EPSG:32618,728380.0,4715160.0,-72.21816140796966,42.55507835856587,43.0,40.0,Forest,Mixed
94,2019_HARV_6__1_3.tif,neon_10m_linearized/2019_HARV_6__1_3.tif,neon_2.5m_linearized/2019_HARV_6__1_3.tif,EPSG:32618,730940.0,4715160.0,-72.187015058986,42.55431740251904,43.0,40.0,Forest,Mixed
95,2019_HARV_6__1_4.tif,neon_10m_linearized/2019_HARV_6__1_4.tif,neon_2.5m_linearized/2019_HARV_6__1_4.tif,EPSG:32618,733500.0,4715160.0,-72.15586992403526,42.55354799205605,41.0,40.0,Forest,Deciduous
96,2019_HARV_6__1_5.tif,neon_10m_linearized/2019_HARV_6__1_5.tif,neon_2.5m_linearized/2019_HARV_6__1_5.tif,EPSG:32618,736060.0,4715160.0,-72.12472601647383,42.552770128102736,43.0,40.0,Forest,Mixed
97,2019_HARV_6__2_0.tif,neon_10m_linearized/2019_HARV_6__2_0.tif,neon_2.5m_linearized/2019_HARV_6__2_0.tif,EPSG:32618,723260.0,4712600.0,-72.28145780114946,42.53354604097052,42.0,40.0,Forest,Evergreen
98,2019_HARV_6__2_1.tif,neon_10m_linearized/2019_HARV_6__2_1.tif,neon_2.5m_linearized/2019_HARV_6__2_1.tif,EPSG:32618,725820.0,4712600.0,-72.25032048406777,42.53280259255504,42.0,40.0,Forest,Evergreen
99,2019_HARV_6__2_2.tif,neon_10m_linearized/2019_HARV_6__2_2.tif,neon_2.5m_linearized/2019_HARV_6__2_2.tif,EPSG:32618,728380.0,4712600.0,-72.21918435266592,42.53205069466226,42.0,40.0,Forest,Evergreen
100,2019_HARV_6__2_3.tif,neon_10m_linearized/2019_HARV_6__2_3.tif,neon_2.5m_linearized/2019_HARV_6__2_3.tif,EPSG:32618,730940.0,4712600.0,-72.18804942028865,42.53129034819652,43.0,40.0,Forest,Mixed
101,2019_HARV_6__2_4.tif,neon_10m_linearized/2019_HARV_6__2_4.tif,neon_2.5m_linearized/2019_HARV_6__2_4.tif,EPSG:32618,733500.0,4712600.0,-72.15691570027738,42.5305215540723,43.0,40.0,Forest,Mixed
102,2019_HARV_6__2_5.tif,neon_10m_linearized/2019_HARV_6__2_5.tif,neon_2.5m_linearized/2019_HARV_6__2_5.tif,EPSG:32618,736060.0,4712600.0,-72.1257832059703,42.52974431321413,90.0,90.0,Water,WoodyWetlands
103,2019_HARV_6__3_0.tif,neon_10m_linearized/2019_HARV_6__3_0.tif,neon_2.5m_linearized/2019_HARV_6__3_0.tif,EPSG:32618,723260.0,4710040.0,-72.28245673537279,42.51051706625991,42.0,40.0,Forest,Evergreen
104,2019_HARV_6__3_1.tif,neon_10m_linearized/2019_HARV_6__3_1.tif,neon_2.5m_linearized/2019_HARV_6__3_1.tif,EPSG:32618,725820.0,4710040.0,-72.2513308248286,42.50977421347389,42.0,40.0,Forest,Evergreen
105,2019_HARV_6__3_2.tif,neon_10m_linearized/2019_HARV_6__3_2.tif,neon_2.5m_linearized/2019_HARV_6__3_2.tif,EPSG:32618,728380.0,4710040.0,-72.22020609833707,42.509022917965744,43.0,40.0,Forest,Mixed
106,2019_HARV_6__3_3.tif,neon_10m_linearized/2019_HARV_6__3_3.tif,neon_2.5m_linearized/2019_HARV_6__3_3.tif,EPSG:32618,730940.0,4710040.0,-72.18908256922471,42.50826318063864,41.0,40.0,Forest,Deciduous
107,2019_HARV_6__3_4.tif,neon_10m_linearized/2019_HARV_6__3_4.tif,neon_2.5m_linearized/2019_HARV_6__3_4.tif,EPSG:32618,733500.0,4710040.0,-72.15796025081477,42.50749500240581,43.0,40.0,Forest,Mixed
108,2019_HARV_6__3_5.tif,neon_10m_linearized/2019_HARV_6__3_5.tif,neon_2.5m_linearized/2019_HARV_6__3_5.tif,EPSG:32618,736060.0,4710040.0,-72.1268391564272,42.50671838419057,43.0,40.0,Forest,Mixed
